,Brand,Price,Original Price,Discount %,Rating,Number of Ratings,Product Link,Discount Amount,Product Name,Product Type,Premium_Tier,Product_Category,Value for Money,Rating Category,Price Range
759,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt268-bluetooth/p/itm8babc1888a23b?pid=ACCH2D8KPSQWJAZX&lid=LSTACCH2D8KPSQWJAZX39HE6K&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_790&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KPSQWJAZX.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt268 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
760,Noise,1499,4999,70,4.0,10197,https://www.flipkart.com/noise-two-50-hours-playtime-low-latency-up-42ms-dual-pairing-wireless-bluetooth/p/itm0b5799a64b0aa?pid=ACCGGXFHDSDF8WYA&lid=LSTACCGGXFHDSDF8WYA3SL36A&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_791&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5SCjQ1nIb5aLjSRV6EXxNNNW_HO3dBCcX1KZukoStFdykKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,3500,Noise Two 50 Hours Playtime Low Latency Up 42Ms Dual Pairing Wireless Bluetooth,Other,Standard,Standard Other,0.00266844563042028,High,1k–2k
761,Aroma,378,2499,85,4.0,298135,https://www.flipkart.com/aroma-nb119-titanium-48-hours-playtime-neckband-bluetooth/p/itmbc3742b6dd62c?pid=ACCGDSSU8BNHKN8G&lid=LSTACCGDSSU8BNHKN8GFNXZ1Y&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_792&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5SvoqgE1m4lVh3rt6hlm3HdyG3uG_QLIOHyzBfnbXAU_Q%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2121,Aroma Nb119 Titanium 48 Hours Playtime Neckband Bluetooth,Neckband,Standard,Standard Neckband,0.010582010582010581,High,<500
762,GPQ,292,1999,85,0.0,0,https://www.flipkart.com/gpq-store-rokerz-235-pro-wireless-bluetooth-neckband-b-0-284/p/itmb725eabb60220?pid=ACCGYTDRGGHWEYMQ&lid=LSTACCGYTDRGGHWEYMQSAMRY7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_793&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCGYTDRGGHWEYMQ.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1707,Gpq Store Rokerz 235 Pro Wireless Bluetooth Neckband B 0 284,Neckband,Standard,Standard Neckband,0.0,,<500
763,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt377-bluetooth/p/itm1162ed213c4c9?pid=ACCH2D8JZWWKWRM9&lid=LSTACCH2D8JZWWKWRM95ND4WC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_794&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8JZWWKWRM9.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt377 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
764,FRONY,423,899,53,0.0,0,https://www.flipkart.com/frony-wi-981-p47-headset-super-extra-bass-bluetooth-furious-ear/p/itme5e4f625ee704?pid=ACCGZZHXXNKUNUYX&lid=LSTACCGZZHXXNKUNUYXMKFQJB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_795&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCGZZHXXNKUNUYX.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,476,Frony Wi 981 P47 Headset Super Extra Bass Bluetooth Furious Ear,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,<500
765,Shamsa,398,1499,73,0.0,0,https://www.flipkart.com/shamsa-x169-aru-1128-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth-without-mic/p/itma4e51534a9b61?pid=ACCH29S5XNM8WN9T&lid=LSTACCH29S5XNM8WN9TGNON2M&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_796&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH29S5XNM8WN9T.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1101,Shamsa X169 Aru 1128 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth Without Mic,Neckband,Standard,Standard Neckband,0.0,,<500
766,Aroma,299,1999,85,3.6,35455,https://www.flipkart.com/aroma-nb140-evolve-24-hours-playtime-deep-bass-made-india-bluetooth/p/itma5d69fa3c9049?pid=ACCGZDDPRBSY4CHH&lid=LSTACCGZDDPRBSY4CHHIYE8QR&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_797&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5TEuHauEqBn5lVjwvFpkIMCocuL1i4yTUP7w4s3tTZ6Vw%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1700,Aroma Nb140 Evolve 24 Hours Playtime Deep Bass Made India Bluetooth,Neckband,Standard,Standard Neckband,0.012040133779264214,High,<500
767,Aroma,469,2999,84,3.9,6341,https://www.flipkart.com/aroma-nb126-aster-v5-4-upto-50hr-playtime-45ms-latency-fast-charging-rgb-gaming-tws-bluetooth/p/itm06f50cafd3b6f?pid=ACCH93WDVXY2TYFX&lid=LSTACCH93WDVXY2TYFXVITTO2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_798&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5Q1GSJ-sVD_li-XNb1tAdxF5krQpSvQvkfYdU7w75cXvA%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2530,Aroma Nb126 Aster V5 4 Upto 50Hr Playtime 45Ms Latency Fast Charging Rgb Gaming Tws Bluetooth,Earbuds,Standard,Standard Earbuds,0.008315565031982943,High,<500
768,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt461-bluetooth/p/itmf67a2093415cf?pid=ACCH2D8K2RE8GHYH&lid=LSTACCH2D8K2RE8GHYH9V7YL2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_799&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8K2RE8GHYH.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt461 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
769,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt412-bluetooth/p/itm51de5fb6cea3a?pid=ACCH2D8KYGZB7S6T&lid=LSTACCH2D8KYGZB7S6THJ7IJV&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_800&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KYGZB7S6T.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt412 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
770,Aroma,299,2999,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itma718daa8fe2db?pid=ACCH5Z8QAWAYHCVK&lid=LSTACCH5Z8QAWAYHCVKR26ZQC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_801&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2HQ0GvAf7pxQQjH4o2gHqb5WjoDCKOdYJpO7ZCuQdKP-A%3D%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband,Standard,Standard Neckband,0.012374581939799331,High,<500
771,Aroma,299,1499,80,3.8,9478,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itme2c4bdb2da3d8?pid=ACCH784UVKMWX6XH&lid=LSTACCH784UVKMWX6XHLJYLOZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_802&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2FR9wPnPQ4IsTMGILyGmg5lQHlaVkOWumnrvhB6-bCmBQ%3D%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds,Standard,Standard Earbuds,0.012709030100334447,High,<500
772,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt415-bluetooth/p/itmdc044464f258b?pid=ACCH2D8JCFAKXSNZ&lid=LSTACCH2D8JCFAKXSNZGJ8NRS&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_803&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2D8JCFAKXSNZ.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt415 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
773,FRONY,380,999,62,0.0,0,https://www.flipkart.com/frony-neckband-bluetooth-headset-235-pro-48hrs-playtback-fast-charging-ft93/p/itmc92f7f339188d?pid=ACCH2Z9XZ9DUD8ZF&lid=LSTACCH2Z9XZ9DUD8ZFKQ1DNI&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_804&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2Z9XZ9DUD8ZF.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,619,Frony Neckband Bluetooth Headset 235 Pro 48Hrs Playtback Fast Charging Ft93,Neckband,Standard,Standard Neckband,0.0,,<500
774,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt169-bluetooth/p/itm4f5f9d786e691?pid=ACCH2D8JRXD5DJHZ&lid=LSTACCH2D8JRXD5DJHZWSPMHS&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_805&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2D8JRXD5DJHZ.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt169 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
775,FRONY,436,999,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh191-bluetooth/p/itm5b2a90e24c313?pid=ACCH2D78EFZDCAQP&lid=LSTACCH2D78EFZDCAQP1EIYUZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_806&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2D78EFZDCAQP.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,563,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh191 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,<500
776,TRIGGR,799,3999,80,4.0,61665,https://www.flipkart.com/triggr-kraken-x1-battery-display-40ms-latency-quad-mic-enc-40-hr-v5-3-bluetooth/p/itm9c05f498c3463?pid=ACCGQ2SND4UPDYAF&lid=LSTACCGQ2SND4UPDYAF4AJWHE&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_807&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2FXSOplz-bLiXCuyvA2tpOE8VvBCFolv-056sCnsSeclkKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,3200,Triggr Kraken X1 Battery Display 40Ms Latency Quad Mic Enc 40 Hr V5 3 Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.0050062578222778474,High,500–1k
777,Aroma,449,2999,85,3.9,3986,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itm0220a7291d33f?pid=ACCH93VYQKAFWVAE&lid=LSTACCH93VYQKAFWVAEJGLFT4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_808&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2G-VyzPiFU5I3wsxllx5zJfZ2DJEojwkMRtNpRsccRNrg%3D%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,2550,Aroma Nb126 Berry V5 4 Upto 60Hr Playtime Dual Paring Fast Charging Heavy Bass Bluetooth,Neckband,Standard,Standard Neckband,0.00868596881959911,High,<500
778,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt77-bluetooth/p/itm3c8eb0ac11e53?pid=ACCH2D8KMXQGHHNZ&lid=LSTACCH2D8KMXQGHHNZZ0PBUL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_809&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2D8KMXQGHHNZ.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt77 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
779,Nilesawar,394,1399,72,0.0,0,https://www.flipkart.com/nilesawar-a428-enc-calling-50-hrs-playtime-low-latency-up-50ms-3-eq-modes-bluetooth/p/itm9dd7fa9a80eb2?pid=ACCHFBC8GQSVHCNP&lid=LSTACCHFBC8GQSVHCNPI0UKEX&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_810&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCHFBC8GQSVHCNP.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,1005,Nilesawar A428 Enc Calling 50 Hrs Playtime Low Latency Up 50Ms 3 Eq Modes Bluetooth,Other,Standard,Standard Other,0.0,,<500
780,TRIGGR,899,3999,78,4.0,13178,https://www.flipkart.com/triggr-kraken-x4-13mm-drivers-40ms-latency-enc-60h-battery-rubber-finish-v5-4-bluetooth/p/itmafca9456b9bf9?pid=ACCH2WWTAHPTFBHJ&lid=LSTACCH2WWTAHPTFBHJSSAIUQ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_811&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2HiS9KnTFzIz6P-qtkM7-SsVefdPjxPIro283OGyEXgp0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,3100,Triggr Kraken X4 13Mm Drivers 40Ms Latency Enc 60H Battery Rubber Finish V5 4 Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.004449388209121246,High,500–1k
781,Boult,999,4999,80,4.1,361722,https://www.flipkart.com/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth/p/itmd4db63f7f552d?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSLEXAGC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_812&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2HKhoJShnQ9PGFMsw8pVPBYcSwEcOhHMQxwJC2B41B4_fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,4000,Boult Z40 Zen Enc Mic 60H Battery Life Low Latency Gaming Made India 5 3 Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.004104104104104104,High,500–1k
782,FRONY,552,1199,54,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt190-bluetooth/p/itmc8a4e02767512?pid=ACCH2D8KECN3PZRV&lid=LSTACCH2D8KECN3PZRVB0KP0G&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_813&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2D8KECN3PZRV.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,647,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt190 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
783,GPQ,297,1999,85,0.0,0,https://www.flipkart.com/gpq-store-235-pro-wireless-bluetooth-neckband-0b-1118/p/itm00af96c10e58b?pid=ACCGYVWGVZVPA7UM&lid=LSTACCGYVWGVZVPA7UMFSR6I9&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_814&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCGYVWGVZVPA7UM.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,1702,Gpq Store 235 Pro Wireless Bluetooth Neckband 0B 1118,Neckband,Standard,Standard Neckband,0.0,,<500
784,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt368-bluetooth/p/itm8ec5621d0a881?pid=ACCH2D8J7Z5QZMG3&lid=LSTACCH2D8J7Z5QZMG3CDW8WZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_815&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2D8J7Z5QZMG3.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt368 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
785,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt223-bluetooth/p/itm2df127134848a?pid=ACCH2D8KZXQBFGFD&lid=LSTACCH2D8KZXQBFGFDGTPNKG&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_816&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2D8KZXQBFGFD.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt223 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
786,Aroma,299,2999,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itmb25a294e591ce?pid=ACCH5Z8QFZNFUBFP&lid=LSTACCH5Z8QFZNFUBFPQQ1CT7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_817&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2HiGHP4cID5fc9sm5CMgOVDU2Soy8UTVsavTgfqJi8w4A%3D%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband,Standard,Standard Neckband,0.012374581939799331,High,<500
787,truke,699,3499,80,4.0,78747,https://www.flipkart.com/truke-btg1-earbuds-game-mode-48h-playtime-quad-mic-enc-13mm-driver-aac-codec-bluetooth/p/itm5bca4567be1ed?pid=ACCG5BDHUHJCZ4CG&lid=LSTACCG5BDHUHJCZ4CGYZPEN9&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_818&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2H-HCrvWXPJewsLfL872OIEQRjjNY_iNiZoByTNLwaAV_cUmN_6PwCReg_VTM4VLxo%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,2800,Truke Btg1 Earbuds Game Mode 48H Playtime Quad Mic Enc 13Mm Driver Aac Codec Bluetooth,Earbuds,Standard,Standard Earbuds,0.005722460658082976,High,500–1k
788,Nilesawar,394,1399,72,0.0,0,https://www.flipkart.com/nilesawar-x425-rcharge-40hrs-playtime-enc-mic-dual-device-pairing-fast-charging-bluetooth/p/itmc6cf999bdddfc?pid=ACCHFBCBN9YAZEJ8&lid=LSTACCHFBCBN9YAZEJ8XIE0DM&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_819&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCHFBCBN9YAZEJ8.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,1005,Nilesawar X425 Rcharge 40Hrs Playtime Enc Mic Dual Device Pairing Fast Charging Bluetooth,Other,Standard,Standard Other,0.0,,<500
789,GUGGU,569,1200,53,0.0,0,https://www.flipkart.com/guggu-sh12-premium-bluetooth-headset-noise-cancelation-technology-a29-bluetooth/p/itme3386f1ae0e67?pid=ACCHFJ7V6BWBT9UH&lid=LSTACCHFJ7V6BWBT9UHJXK9HK&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_820&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCHFJ7V6BWBT9UH.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,631,Guggu Sh12 Premium Bluetooth Headset Noise Cancelation Technology A29 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
790,TRIGGR,899,2999,70,3.8,5821,https://www.flipkart.com/triggr-trinity-1-40mm-drivers-fast-charging-50h-battery-rubber-finish-v5-4-bluetooth/p/itm5ee738ce002a7?pid=ACCH3CZ2GVECXWZP&lid=LSTACCH3CZ2GVECXWZPZDYTLF&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_821&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2Hf8qZtgdEH-7EROa8ysaVk6pO_fvfIpFbGj1it4sQg4eI7uWi7bi3WLqk6JF-UYDE%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,2100,Triggr Trinity 1 40Mm Drivers Fast Charging 50H Battery Rubber Finish V5 4 Bluetooth,Other,Standard,Standard Other,0.004226918798665183,High,500–1k
791,boAt,1399,2490,44,4.0,16072,https://www.flipkart.com/boat-rockerz-430-w-beast-mode-40ms-low-latency-40hrs-playback-40mm-drivers-bluetooth/p/itm5dca8110e361c?pid=ACCH44E5WV9JCZ5Z&lid=LSTACCH44E5WV9JCZ5Z2EJNOB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_822&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2HPdqn3z9BQNxxewEYuuRN7GWpvBj3iL7mAQU_3zErhBaV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,1091,Boat Rockerz 430 W Beast Mode 40Ms Low Latency 40Hrs Playback 40Mm Drivers Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0028591851322373124,High,1k–2k
792,FRONY,569,1199,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt489-bluetooth/p/itmb6301f17435c0?pid=ACCH2D8JZ6Q8PKHH&lid=LSTACCH2D8JZ6Q8PKHH28VVIU&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_823&otracker=search&fm=organic&iid=a2d7faa1-f08b-47ec-9ee9-ac52ee680db4.ACCH2D8JZ6Q8PKHH.SEARCH&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt489 Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0,,500–1k
