,Brand,Price,Original Price,Discount %,Rating,Number of Ratings,Product Link,Discount Amount,Product Name,Product Type,Premium_Tier,Product_Category,Value for Money,Rating Category,Price Range
2824,TRIGGR,799,3999,80,4.0,61764,https://www.flipkart.com/triggr-kraken-x1-battery-display-40ms-latency-quad-mic-enc-40-hr-v5-3-bluetooth/p/itm9c05f498c3463?pid=ACCGQ2SND4UPDYAF&lid=LSTACCGQ2SND4UPDYAF4AJWHE&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_227&otracker=search&fm=organic&iid=en_KpMr9l6wpxHlL1oqKbUeCZmcegaViguZKbB_tP0krhV9dwlTzReA7tDLh2dLoS2WRM5TwsqFR1KgBcu19TKJYwDM2KWit8hFHxJOvPdMi04%3D&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,3200,Triggr Kraken X1 Battery Display 40Ms Latency Quad Mic Enc 40 Hr V5 3 Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.0050062578222778474,High,500–1k
2825,Aroma,299,1499,80,3.8,9600,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itme2c4bdb2da3d8?pid=ACCH784UVKMWX6XH&lid=LSTACCH784UVKMWX6XHLJYLOZ&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_228&otracker=search&fm=organic&iid=en_KpMr9l6wpxHlL1oqKbUeCZmcegaViguZKbB_tP0krhV8k-ahkIjeoGNbMpIt3IUs8-XaEOIfKw04TJHwCZ7Rew%3D%3D&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds,Standard,Standard Earbuds,0.012709030100334447,High,<500
2826,JAZX,792,1999,60,3.6,69,https://www.flipkart.com/jazx-cr-bull-168-hours-waterproof-bluetooth-neckband-wireless-stereo-headset-mic/p/itm3703401ffd198?pid=ACCGTGVGT3NMWEPJ&lid=LSTACCGTGVGT3NMWEPJVTLV8U&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_229&otracker=search&fm=organic&iid=48bc6638-8b49-420d-93a6-621be8ab3d02.ACCGTGVGT3NMWEPJ.SEARCH&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,1207,Jazx Cr Bull 168 Hours Waterproof Bluetooth Neckband Wireless Stereo Headset Mic,Neckband,Standard,Standard Neckband,0.004545454545454545,High,500–1k
2827,CIHYARD,593,1999,70,0.0,0,https://www.flipkart.com/cihyard-bullets-c2-magnetic-power-off-on-48hr-playtime-headphone-neckband-black18-bluetooth/p/itm180031d10583b?pid=ACCH7SZZ8ZHHFKDS&lid=LSTACCH7SZZ8ZHHFKDSDOKG6U&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_230&otracker=search&fm=organic&iid=48bc6638-8b49-420d-93a6-621be8ab3d02.ACCH7SZZ8ZHHFKDS.SEARCH&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,1406,Cihyard Bullets C2 Magnetic Power Off On 48Hr Playtime Headphone Neckband Black18 Bluetooth,Neckband,Standard,Standard Neckband,0.0,,500–1k
2828,truke,699,3499,80,4.0,78836,https://www.flipkart.com/truke-btg1-earbuds-game-mode-48h-playtime-quad-mic-enc-13mm-driver-aac-codec-bluetooth/p/itm5bca4567be1ed?pid=ACCG5BDHUHJCZ4CG&lid=LSTACCG5BDHUHJCZ4CGYZPEN9&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_231&otracker=search&fm=organic&iid=en_KpMr9l6wpxHlL1oqKbUeCZmcegaViguZKbB_tP0krhVa9GIWUCsM2pNTsHk7QHGkF4WzOlPB1PtrQif-Ax8W1X3Gaq_wzx4HJysDmGalzMk%3D&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,2800,Truke Btg1 Earbuds Game Mode 48H Playtime Quad Mic Enc 13Mm Driver Aac Codec Bluetooth,Earbuds,Standard,Standard Earbuds,0.005722460658082976,High,500–1k
2829,boAt,1299,5990,78,4.1,123148,https://www.flipkart.com/boat-airdopes-supreme-w-4-mics-ai-enx-tech-50-hrs-playback-multi-point-connectivity-bluetooth/p/itm47a93966ad11e?pid=ACCGWU2ABQ3EAUM8&lid=LSTACCGWU2ABQ3EAUM8BAYBSU&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_232&otracker=search&fm=organic&iid=en_KpMr9l6wpxHlL1oqKbUeCZmcegaViguZKbB_tP0krhX8PgxaCziTNTkd4a--yWRqPwr3FdVVn_Wau5no6w7M6-vN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,4691,Boat Airdopes Supreme W 4 Mics Ai Enx Tech 50 Hrs Playback Multi Point Connectivity Bluetooth,Earbuds,Standard,Standard Earbuds,0.0031562740569668975,High,1k–2k
2830,DigiClues,895,2547,65,3.7,3,https://www.flipkart.com/digiclues-gaming-pro-p-30-enc-hd-calling-deep-bass-low-latency-mode-5-2-bluetooth/p/itm587856ccdd128?pid=ACCH4HVGBHZJQAJ7&lid=LSTACCH4HVGBHZJQAJ75HU7GE&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_233&otracker=search&fm=organic&iid=48bc6638-8b49-420d-93a6-621be8ab3d02.ACCH4HVGBHZJQAJ7.SEARCH&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,1652,Digiclues Gaming Pro P 30 Enc Hd Calling Deep Bass Low Latency Mode 5 2 Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.004134078212290503,High,500–1k
2831,JAZX,745,1999,63,0.0,0,https://www.flipkart.com/jazx-buds-91-pro-truly-wireless-earbuds-50hrs-playtime-bluetooth-v5-3-tws-sil3/p/itmbf42ba5633ab2?pid=ACCH66VZYFGZWTTA&lid=LSTACCH66VZYFGZWTTASCLAJ5&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_234&otracker=search&fm=organic&iid=48bc6638-8b49-420d-93a6-621be8ab3d02.ACCH66VZYFGZWTTA.SEARCH&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,1254,Jazx Buds 91 Pro Truly Wireless Earbuds 50Hrs Playtime Bluetooth V5 3 Tws Sil3,Earbuds,Standard,Standard Earbuds,0.0,,500–1k
2832,Yildiz,552,2999,82,4.6,7,https://www.flipkart.com/yildiz-bullets-c2-magnetic-power-off-on-48hr-playtime-headphone-neckband-be7-bluetooth/p/itm499002d2529a5?pid=ACCH9QYC4CUTC7KR&lid=LSTACCH9QYC4CUTC7KRYMQHDX&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_235&otracker=search&fm=organic&iid=48bc6638-8b49-420d-93a6-621be8ab3d02.ACCH9QYC4CUTC7KR.SEARCH&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,2447,Yildiz Bullets C2 Magnetic Power Off On 48Hr Playtime Headphone Neckband Be7 Bluetooth,Neckband,Standard,Standard Neckband,0.008333333333333333,Very High,500–1k
2833,Bxeno,573,2999,81,3.6,5,https://www.flipkart.com/bxeno-buds-wireless-3-magnetic-power-off-on-48hr-playback-headphone-3m-bluetooth/p/itmc159afe649139?pid=ACCH89HNSQZ9SD9Z&lid=LSTACCH89HNSQZ9SD9Z2GI2EQ&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_236&otracker=search&fm=organic&iid=48bc6638-8b49-420d-93a6-621be8ab3d02.ACCH89HNSQZ9SD9Z.SEARCH&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,2426,Bxeno Buds Wireless 3 Magnetic Power Off On 48Hr Playback Headphone 3M Bluetooth,Earbuds,Standard,Standard Earbuds,0.0062827225130890054,High,500–1k
2834,Boult,999,5499,82,4.1,479663,https://www.flipkart.com/boult-y1-zen-enc-mic-50h-battery-fast-charging-pro-calling-knurled-design-bluetooth/p/itme9f738a82d2c7?pid=ACCGQQ3CZZZSHZJZ&lid=LSTACCGQQ3CZZZSHZJZ4KBDQ5&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_237&otracker=search&fm=organic&iid=en_KpMr9l6wpxHlL1oqKbUeCZmcegaViguZKbB_tP0krhX09lE71wHhZYOA_6aON9c0Bp0o3656N5QVo1DnagiD0maRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,4500,Boult Y1 Zen Enc Mic 50H Battery Fast Charging Pro Calling Knurled Design Bluetooth,Other,Standard,Standard Other,0.004104104104104104,High,500–1k
2835,boAt,1399,4990,72,4.0,56634,https://www.flipkart.com/boat-airdopes-181-pro-w-100-hrs-playback-4-mics-enx-technology-asap-charge-bluetooth/p/itm67026d38dc463?pid=ACCHYVEQB7YBTEH6&lid=LSTACCHYVEQB7YBTEH6TPCFMM&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_238&otracker=search&fm=organic&iid=en_KpMr9l6wpxHlL1oqKbUeCZmcegaViguZKbB_tP0krhVUyv_pEQQa2uMnBuuUmjfItJZdVXgvJNg3URcoENfTRa8iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,3591,Boat Airdopes 181 Pro W 100 Hrs Playback 4 Mics Enx Technology Asap Charge Bluetooth,Earbuds,Standard,Standard Earbuds,0.0028591851322373124,High,1k–2k
2836,Tunifi,515,1999,74,0.0,0,https://www.flipkart.com/tunifi-buds-wireless-2-neo-type-c-fast-charge-bass-boost-bluetooth/p/itm9b154971df876?pid=ACCH8YFQVFYHU8EB&lid=LSTACCH8YFQVFYHU8EBZABTST&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_239&otracker=search&fm=organic&iid=48bc6638-8b49-420d-93a6-621be8ab3d02.ACCH8YFQVFYHU8EB.SEARCH&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,1484,Tunifi Buds Wireless 2 Neo Type C Fast Charge Bass Boost Bluetooth,Earbuds,Standard,Standard Earbuds,0.0,,500–1k
2837,UPOZA,476,1647,71,3.2,6,https://www.flipkart.com/upoza-airbuds-earbuds-tws-buds-5-1-300h-playtime-headphones-bluetooth/p/itm8603576c56b29?pid=ACCH4JUS5VNFSKVS&lid=LSTACCH4JUS5VNFSKVSXWZOUC&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_6_240&otracker=search&fm=organic&iid=48bc6638-8b49-420d-93a6-621be8ab3d02.ACCH4JUS5VNFSKVS.SEARCH&ppt=None&ppn=None&ssid=pok05o6kz40000001745647507779&qH=32b9cf7a7f48fc58,1171,Upoza Airbuds Earbuds Tws Buds 5 1 300H Playtime Headphones Bluetooth,Earbuds,Standard,Standard Earbuds,0.0067226890756302525,Medium,<500
2838,boAt,1099,2490,56,4.0,1296700,https://www.flipkart.com/boat-airdopes-161-163-asap-charge-40-hrs-playback-bluetooth/p/itmee33cb4f8c0b2?pid=ACCG6DS7WDJHGWSH&lid=LSTACCG6DS7WDJHGWSHHXIVNG&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_241&otracker=search&fm=organic&iid=en_rJsLi8tGu1ef807AuLx-EdiMmnZCucfY5WiIsqrGC9nb2jJxGOga9fAS_nkCH-OxE8Moqu4RgKU0ldeJ752havUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,1391,Boat Airdopes 161 163 Asap Charge 40 Hrs Playback Bluetooth,Earbuds,Standard,Standard Earbuds,0.003639672429481347,High,1k–2k
2839,Mivi,999,2999,67,3.9,95601,https://www.flipkart.com/mivi-duopods-k2-40hrs-pt-hd-call-fast-charging-50ms-latency-ipx4-voice-asst-5-3v-bluetooth/p/itm5f62275f615f4?pid=ACCGPFCNADSRMQGJ&lid=LSTACCGPFCNADSRMQGJZKAXXT&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_242&otracker=search&fm=organic&iid=en_rJsLi8tGu1ef807AuLx-EdiMmnZCucfY5WiIsqrGC9nUNUuInv2doPAJaaOzpylFOs-i7aBghd4MphMl0oRFBw%3D%3D&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,2000,Mivi Duopods K2 40Hrs Pt Hd Call Fast Charging 50Ms Latency Ipx4 Voice Asst 5 3V Bluetooth,Earbuds,Standard,Standard Earbuds,0.003903903903903904,High,500–1k
2840,HODOPHILE,515,2025,75,0.0,0,https://www.flipkart.com/hodophile-z2-bullets-wireless-fast-charge-30-hrs-battery-life-earphones-mic-bluetooth/p/itm9f6c24867b16e?pid=ACCH4GPGFHCPNZKV&lid=LSTACCH4GPGFHCPNZKVBTWKZQ&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_243&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCH4GPGFHCPNZKV.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,1510,Hodophile Z2 Bullets Wireless Fast Charge 30 Hrs Battery Life Earphones Mic Bluetooth,Other,Standard,Standard Other,0.0,,500–1k
2841,DigiClues,500,5999,92,4.3,15,https://www.flipkart.com/digiclues-hunter-neckband-42-hrs-playtime-mic-powerfull-stereo-sound-quality-bluetooth/p/itmce07f11a59921?pid=ACCGCY6MCQX5GMZ7&lid=LSTACCGCY6MCQX5GMZ71UJ4UW&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_244&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCGCY6MCQX5GMZ7.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,5499,Digiclues Hunter Neckband 42 Hrs Playtime Mic Powerfull Stereo Sound Quality Bluetooth,Neckband,Standard,Standard Neckband,0.0086,High,<500
2842,CIHROX,680,1997,66,0.0,0,https://www.flipkart.com/cihrox-42-hr-playtime-fast-charging-bluetooth-5-3-enc-13mm-hd-bass-drivers-gaming/p/itm49f9939fe9319?pid=ACCH6BGTKUHNDMYG&lid=LSTACCH6BGTKUHNDMYGLXPFHU&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_245&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCH6BGTKUHNDMYG.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,1317,Cihrox 42 Hr Playtime Fast Charging Bluetooth 5 3 Enc 13Mm Hd Bass Drivers Gaming,Gaming Headset,Standard,Standard Gaming Headset,0.0,,500–1k
2843,OTAGO,599,1699,65,0.0,0,https://www.flipkart.com/otago-bluetooth-earphones-wireless-headphones-magnetic-hifi-sport-neckband-tws-earbuds/p/itm4e81bb2262e4b?pid=ACCGWS3ZXGTRTQZH&lid=LSTACCGWS3ZXGTRTQZHWD0QY3&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_246&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCGWS3ZXGTRTQZH.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,1100,Otago Bluetooth Earphones Wireless Headphones Magnetic Hifi Sport Neckband Tws Earbuds,Earbuds,Standard,Standard Earbuds,0.0,,500–1k
2844,boAt,999,3990,75,3.9,98812,https://www.flipkart.com/boat-airdopes-71-w-40-hrs-playback-enx-technology-beast-mode-low-latency-bluetooth/p/itm9fb36519cd43f?pid=ACCGTQY9NEDG33GH&lid=LSTACCGTQY9NEDG33GHWSRAEI&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_247&otracker=search&fm=organic&iid=en_rJsLi8tGu1ef807AuLx-EdiMmnZCucfY5WiIsqrGC9nVD7XDELk5HSsmGRKD8dTfVTqi9f-gH8gtk1ExuErgD_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,2991,Boat Airdopes 71 W 40 Hrs Playback Enx Technology Beast Mode Low Latency Bluetooth,Earbuds,Standard,Standard Earbuds,0.003903903903903904,High,500–1k
2845,Boult,799,2499,68,4.1,186273,https://www.flipkart.com/boult-w20-zen-enc-mic-40h-battery-life-low-latency-gaming-made-india-5-3v-bluetooth/p/itm42ba3da4c8d78?pid=ACCGRNFM5GBPUKPF&lid=LSTACCGRNFM5GBPUKPFIDSZEL&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_248&otracker=search&fm=organic&iid=en_rJsLi8tGu1ef807AuLx-EdiMmnZCucfY5WiIsqrGC9nf1GhjnRwHYcRW4ASt6jHnSqvCQr6hdoVu6-mBinSLEA%3D%3D&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,1700,Boult W20 Zen Enc Mic 40H Battery Life Low Latency Gaming Made India 5 3V Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.005131414267834793,High,500–1k
2846,Tunifi,480,2499,81,4.8,4,https://www.flipkart.com/tunifi-bluetooth-headset-m10-tws-buds-5-2-earbud-45h-playtime-headphone/p/itmb4d44d1614927?pid=ACCH5BRZTZG7ZQD3&lid=LSTACCH5BRZTZG7ZQD3NDJZUO&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_249&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCH5BRZTZG7ZQD3.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,2019,Tunifi Bluetooth Headset M10 Tws Buds 5 2 Earbud 45H Playtime Headphone,Earbuds,Standard,Standard Earbuds,0.01,Very High,<500
2847,CARRON,292,1999,85,0.0,0,https://www.flipkart.com/carron-cr7-bishnoi-24-hour-playtime-headphone-neckband-earphone-bk5-bluetooth/p/itmc48215156f870?pid=ACCH6HQPHZAA3AHF&lid=LSTACCH6HQPHZAA3AHFIWYOPK&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_250&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCH6HQPHZAA3AHF.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,1707,Carron Cr7 Bishnoi 24 Hour Playtime Headphone Neckband Earphone Bk5 Bluetooth,Neckband,Standard,Standard Neckband,0.0,,<500
2848,Aroma,299,2999,90,3.7,41893,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itma718daa8fe2db?pid=ACCH5Z8QAWAYHCVK&lid=LSTACCH5Z8QAWAYHCVKR26ZQC&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_251&otracker=search&fm=organic&iid=en_rJsLi8tGu1ef807AuLx-EdiMmnZCucfY5WiIsqrGC9ntGnwegZscuN9Roq-wM30ujkPherWdcwZzoIeBTNhYuQ%3D%3D&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband,Standard,Standard Neckband,0.012374581939799331,High,<500
2849,Boult,999,4999,80,4.1,362786,https://www.flipkart.com/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth/p/itm2fb34555b8f9d?pid=ACCGKXHYHMJBZPU3&lid=LSTACCGKXHYHMJBZPU3LG8MGI&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_252&otracker=search&fm=organic&iid=en_rJsLi8tGu1ef807AuLx-EdiMmnZCucfY5WiIsqrGC9k6MMZZcjRwCfMDNSzFpmEec3DuvKymrQSSH55nUQ03xvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,4000,Boult Z40 Zen Enc Mic 60H Battery Life Low Latency Gaming Made India 5 3 Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.004104104104104104,High,500–1k
2850,snowbudy,949,2990,68,0.0,0,https://www.flipkart.com/snowbudy-true-wireless-blue-tooth-5-1-noise-cancelling-earbuds-best-selling-bluetooth-gaming/p/itm61e221e8755a9?pid=ACCH7HY88HF362BG&lid=LSTACCH7HY88HF362BGV4FBQ9&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_253&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCH7HY88HF362BG.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,2041,Snowbudy True Wireless Blue Tooth 5 1 Noise Cancelling Earbuds Best Selling Bluetooth Gaming,Earbuds,Standard,Standard Earbuds,0.0,,500–1k
2851,Tunifi,593,2999,80,0.0,0,https://www.flipkart.com/tunifi-ai-calling-air-buds-neckband-tws-earbuds-asap-charge-headphone-bluetooth/p/itmb5e6d13764e5b?pid=ACCGX42HTKTBVHFT&lid=LSTACCGX42HTKTBVHFTUTTXGT&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_254&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCGX42HTKTBVHFT.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,2406,Tunifi Ai Calling Air Buds Neckband Tws Earbuds Asap Charge Headphone Bluetooth,Earbuds,Standard,Standard Earbuds,0.0,,500–1k
2852,ZTNY,490,1999,75,0.0,0,https://www.flipkart.com/ztny-buds-z3-magnetic-power-off-on-48hr-playtime-headphone-neckband-yl4-bluetooth/p/itm9fed814350aa4?pid=ACCH8ZVZVZEXUVUM&lid=LSTACCH8ZVZVZEXUVUMXIIAAU&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_255&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCH8ZVZVZEXUVUM.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,1509,Ztny Buds Z3 Magnetic Power Off On 48Hr Playtime Headphone Neckband Yl4 Bluetooth,Earbuds,Standard,Standard Earbuds,0.0,,<500
2853,OTAGO,567,3999,86,0.0,0,https://www.flipkart.com/otago-duopods-i7-tws-earbuds-52h-playtime-high-quality-waterproof-deep-sound-bluetooth-gaming/p/itm5173b4c7069d0?pid=ACCH7SGAREAADJJM&lid=LSTACCH7SGAREAADJJMAOMFMJ&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_256&otracker=search&fm=organic&iid=2aa19be2-bfe0-425b-94d4-8a7c3bb5299b.ACCH7SGAREAADJJM.SEARCH&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,3432,Otago Duopods I7 Tws Earbuds 52H Playtime High Quality Waterproof Deep Sound Bluetooth Gaming,Earbuds,Standard,Standard Earbuds,0.0,,500–1k
2854,Boult,1299,3499,63,4.1,129182,https://www.flipkart.com/boult-astra-quad-mic-enc-48hrs-battery-low-latency-gaming-made-india-5-3v-bluetooth/p/itm6b31cec7596a8?pid=ACCGS2VSYQFQ4HTZ&lid=LSTACCGS2VSYQFQ4HTZ3WCF30&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_257&otracker=search&fm=organic&iid=en_rJsLi8tGu1ef807AuLx-EdiMmnZCucfY5WiIsqrGC9kR_pbGCVMwgWc0gc5pPS9VLSyMztCUcPCRT7khQGUQH_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,2200,Boult Astra Quad Mic Enc 48Hrs Battery Low Latency Gaming Made India 5 3V Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.0031562740569668975,High,1k–2k
2855,Boult,1299,3499,63,4.1,129182,https://www.flipkart.com/boult-astra-quad-mic-enc-48hrs-battery-low-latency-gaming-made-india-5-3v-bluetooth/p/itmd2008f28b12bd?pid=ACCGS2VSKG3E2JW8&lid=LSTACCGS2VSKG3E2JW8DW78GB&marketplace=FLIPKART&q=realme+bluetooth+headphones&store=0pm%2Ffcn%2F821%2Fa7x&srno=s_7_258&otracker=search&fm=organic&iid=en_rJsLi8tGu1ef807AuLx-EdiMmnZCucfY5WiIsqrGC9nNy1MElB3Ag_fB700H5EVDELtyE_SetsXla_J_cI5pOw%3D%3D&ppt=None&ppn=None&ssid=kanrb4szkw0000001745647510037&qH=32b9cf7a7f48fc58,2200,Boult Astra Quad Mic Enc 48Hrs Battery Low Latency Gaming Made India 5 3V Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.0031562740569668975,High,1k–2k
