Brand,Price,Discount %,Rating,Number of Ratings,Product Link,Discount Amount,Product Name,Product Type
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itma718daa8fe2db?pid=ACCH5Z8QAWAYHCVK&lid=LSTACCH5Z8QAWAYHCVKR26ZQC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_761&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5QARf7zyqfoFWdlpPHWakyiWjoDCKOdYJpO7ZCuQdKP-A%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
Aroma,299,80,3.8,9478,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itme2c4bdb2da3d8?pid=ACCH784UVKMWX6XH&lid=LSTACCH784UVKMWX6XHLJYLOZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_762&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5TQKyxGBcp2VstWKCAlvJijJGRwX3Yc53-aAyFUfKSxEw%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt380-bluetooth/p/itm25ed378d660de?pid=ACCH2D8KAADZZFUS&lid=LSTACCH2D8KAADZZFUS8IYINK&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_764&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KAADZZFUS.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt380 Bluetooth,Other
Ziddjeet,399,71,0.0,0,https://www.flipkart.com/ziddjeet-x237-rcharge-40hrs-playtime-enc-mic-dual-device-pairing-fast-charging-bluetooth/p/itm6c885639413f1?pid=ACCHFBCFBGEHG3ZJ&lid=LSTACCHFBCFBGEHG3ZJTW6I2I&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_765&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCHFBCFBGEHG3ZJ.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1000,Ziddjeet X237 Rcharge 40Hrs Playtime Enc Mic Dual Device Pairing Fast Charging Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt443-bluetooth/p/itm4d1122094347b?pid=ACCH2D8K7FTN2YPH&lid=LSTACCH2D8K7FTN2YPHRSKDSO&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_766&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8K7FTN2YPH.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt443 Bluetooth,Other
TRIGGR,799,80,4.0,61665,https://www.flipkart.com/triggr-kraken-x1-battery-display-40ms-latency-quad-mic-enc-40-hr-v5-3-bluetooth/p/itm9c05f498c3463?pid=ACCGQ2SND4UPDYAF&lid=LSTACCGQ2SND4UPDYAF4AJWHE&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_767&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5R-bV3Vdsx-5tyx4D4eiwb58VvBCFolv-056sCnsSeclkKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,3200,Triggr Kraken X1 Battery Display 40Ms Latency Quad Mic Enc 40 Hr V5 3 Bluetooth,Other
Aroma,449,85,3.9,3986,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itm0220a7291d33f?pid=ACCH93VYQKAFWVAE&lid=LSTACCH93VYQKAFWVAEJGLFT4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_768&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5RCQXSHrGUSnD_WOxDvk2XfZ2DJEojwkMRtNpRsccRNrg%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2550,Aroma Nb126 Berry V5 4 Upto 60Hr Playtime Dual Paring Fast Charging Heavy Bass Bluetooth,Other
FRONY,442,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh386-bluetooth/p/itmf5dfab24a223b?pid=ACCH2D7AJSYAUGBJ&lid=LSTACCH2D7AJSYAUGBJTXCDX9&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_769&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D7AJSYAUGBJ.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,557,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh386 Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt309-bluetooth/p/itmf936d2d6ab96e?pid=ACCH2D8KPJNCYRXG&lid=LSTACCH2D8KPJNCYRXGYT5XKZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_770&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KPJNCYRXG.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt309 Bluetooth,Other
TRIGGR,899,78,4.0,13178,https://www.flipkart.com/triggr-kraken-x4-13mm-drivers-40ms-latency-enc-60h-battery-rubber-finish-v5-4-bluetooth/p/itmafca9456b9bf9?pid=ACCH2WWTAHPTFBHJ&lid=LSTACCH2WWTAHPTFBHJSSAIUQ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_771&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5TI817Qro9yEgrFReQXhm9xVefdPjxPIro283OGyEXgp0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,3100,Triggr Kraken X4 13Mm Drivers 40Ms Latency Enc 60H Battery Rubber Finish V5 4 Bluetooth,Other
Boult,999,80,4.1,361722,https://www.flipkart.com/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth/p/itmd4db63f7f552d?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSLEXAGC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_772&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5QrP65-sIGinrmp8dfjETi2cSwEcOhHMQxwJC2B41B4_fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,4000,Boult Z40 Zen Enc Mic 60H Battery Life Low Latency Gaming Made India 5 3 Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt246-bluetooth/p/itmdcc556b56576a?pid=ACCH2D8KJRTGKHD3&lid=LSTACCH2D8KJRTGKHD3ORXOVR&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_776&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KJRTGKHD3.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt246 Bluetooth,Other
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itmb25a294e591ce?pid=ACCH5Z8QFZNFUBFP&lid=LSTACCH5Z8QFZNFUBFPQQ1CT7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_777&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5Q6DklWpxSSO4-hj3WT_KcyU2Soy8UTVsavTgfqJi8w4A%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
truke,699,80,4.0,78747,https://www.flipkart.com/truke-btg1-earbuds-game-mode-48h-playtime-quad-mic-enc-13mm-driver-aac-codec-bluetooth/p/itm5bca4567be1ed?pid=ACCG5BDHUHJCZ4CG&lid=LSTACCG5BDHUHJCZ4CGYZPEN9&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_778&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5Q-1FMcVbFNDeVBW_yLAM8TQRjjNY_iNiZoByTNLwaAV_cUmN_6PwCReg_VTM4VLxo%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2800,Truke Btg1 Earbuds Game Mode 48H Playtime Quad Mic Enc 13Mm Driver Aac Codec Bluetooth,Earbuds
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt227-bluetooth/p/itm62d444fc4bc95?pid=ACCH2D8JVZAHFGQG&lid=LSTACCH2D8JVZAHFGQGFJQMDY&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_779&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8JVZAHFGQG.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt227 Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt148-bluetooth/p/itm2c184ebdf2e9c?pid=ACCH2D8KU9XPAPJF&lid=LSTACCH2D8KU9XPAPJFMHZ2KV&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_780&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KU9XPAPJF.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt148 Bluetooth,Other
TRIGGR,899,70,3.8,5821,https://www.flipkart.com/triggr-trinity-1-40mm-drivers-fast-charging-50h-battery-rubber-finish-v5-4-bluetooth/p/itm5ee738ce002a7?pid=ACCH3CZ2GVECXWZP&lid=LSTACCH3CZ2GVECXWZPZDYTLF&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_781&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5ShPkDbJTlneDiaeA2woEdQ6pO_fvfIpFbGj1it4sQg4eI7uWi7bi3WLqk6JF-UYDE%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2100,Triggr Trinity 1 40Mm Drivers Fast Charging 50H Battery Rubber Finish V5 4 Bluetooth,Other
boAt,1399,44,4.0,16072,https://www.flipkart.com/boat-rockerz-430-w-beast-mode-40ms-low-latency-40hrs-playback-40mm-drivers-bluetooth/p/itm5dca8110e361c?pid=ACCH44E5WV9JCZ5Z&lid=LSTACCH44E5WV9JCZ5Z2EJNOB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_782&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5TKotb4PAJ10hpUqG91UTx4GWpvBj3iL7mAQU_3zErhBaV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1091,Boat Rockerz 430 W Beast Mode 40Ms Low Latency 40Hrs Playback 40Mm Drivers Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt37-bluetooth/p/itm00fba9246ca10?pid=ACCH2D8J93H7W7VU&lid=LSTACCH2D8J93H7W7VUOPM2DA&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_783&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8J93H7W7VU.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt37 Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt464-bluetooth/p/itm28ae5232cf9ff?pid=ACCH2D8KGKWY3ZFM&lid=LSTACCH2D8KGKWY3ZFMTOZ9ZQ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_784&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KGKWY3ZFM.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt464 Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt466-bluetooth/p/itm0b029a362bd89?pid=ACCH2D8K4TEYHHWP&lid=LSTACCH2D8K4TEYHHWPPC1GAB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_785&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8K4TEYHHWP.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt466 Bluetooth,Other
Ziddjeet,399,73,0.0,0,https://www.flipkart.com/ziddjeet-x237-aru-1132-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth-without-mic/p/itm6c885639413f1?pid=ACCH29S62NFGPAAW&lid=LSTACCH29S62NFGPAAWV18G2J&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_786&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH29S62NFGPAAW.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1100,Ziddjeet X237 Aru 1132 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth Without Mic,Neckband
truke,999,60,4.0,1858,https://www.flipkart.com/truke-btg-500-40mm-drivers-10h-playtime-dual-pairing-gaming-mode-enc-5-4v-bluetooth/p/itm3b6b25456fbc8?pid=ACCH32NG8SRFFZEJ&lid=LSTACCH32NG8SRFFZEJCXGTCM&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_787&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5SVgRJdzMhsLCmsnimL9OMoucqdrhdpYm4sDtPpTaHkrg891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1500,Truke Btg 500 40Mm Drivers 10H Playtime Dual Pairing Gaming Mode Enc 5 4V Bluetooth,Other
TRIGGR,799,60,4.5,370,https://www.flipkart.com/triggr-ultrabuds-n3-crisp-calling-50h-playtime-13mm-drivers-bassxpand-bluetooth/p/itmec2118a0429a5?pid=ACCH85X8ZWFYDKBV&lid=LSTACCH85X8ZWFYDKBVHXFZN7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_788&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5ReFujaq-WJW4TQMFgP_IKW7mdTzRA3WNkdcjL79vOmA406z3QAm4-AoFL_C4Jep-g%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1200,Triggr Ultrabuds N3 Crisp Calling 50H Playtime 13Mm Drivers Bassxpand Bluetooth,Earbuds
FRONY,442,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh109-bluetooth/p/itm91463752f712f?pid=ACCH2D78GHTDZGZE&lid=LSTACCH2D78GHTDZGZEOBNR4R&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_789&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D78GHTDZGZE.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,557,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh109 Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt268-bluetooth/p/itm8babc1888a23b?pid=ACCH2D8KPSQWJAZX&lid=LSTACCH2D8KPSQWJAZX39HE6K&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_790&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KPSQWJAZX.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt268 Bluetooth,Other
Noise,1499,70,4.0,10197,https://www.flipkart.com/noise-two-50-hours-playtime-low-latency-up-42ms-dual-pairing-wireless-bluetooth/p/itm0b5799a64b0aa?pid=ACCGGXFHDSDF8WYA&lid=LSTACCGGXFHDSDF8WYA3SL36A&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_791&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5SCjQ1nIb5aLjSRV6EXxNNNW_HO3dBCcX1KZukoStFdykKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,3500,Noise Two 50 Hours Playtime Low Latency Up 42Ms Dual Pairing Wireless Bluetooth,Other
Aroma,378,85,4.0,298135,https://www.flipkart.com/aroma-nb119-titanium-48-hours-playtime-neckband-bluetooth/p/itmbc3742b6dd62c?pid=ACCGDSSU8BNHKN8G&lid=LSTACCGDSSU8BNHKN8GFNXZ1Y&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_792&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5SvoqgE1m4lVh3rt6hlm3HdyG3uG_QLIOHyzBfnbXAU_Q%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2121,Aroma Nb119 Titanium 48 Hours Playtime Neckband Bluetooth,Neckband
GPQ,292,85,0.0,0,https://www.flipkart.com/gpq-store-rokerz-235-pro-wireless-bluetooth-neckband-b-0-284/p/itmb725eabb60220?pid=ACCGYTDRGGHWEYMQ&lid=LSTACCGYTDRGGHWEYMQSAMRY7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_793&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCGYTDRGGHWEYMQ.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1707,Gpq Store Rokerz 235 Pro Wireless Bluetooth Neckband B 0 284,Neckband
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt377-bluetooth/p/itm1162ed213c4c9?pid=ACCH2D8JZWWKWRM9&lid=LSTACCH2D8JZWWKWRM95ND4WC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_794&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8JZWWKWRM9.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt377 Bluetooth,Other
FRONY,423,53,0.0,0,https://www.flipkart.com/frony-wi-981-p47-headset-super-extra-bass-bluetooth-furious-ear/p/itme5e4f625ee704?pid=ACCGZZHXXNKUNUYX&lid=LSTACCGZZHXXNKUNUYXMKFQJB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_795&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCGZZHXXNKUNUYX.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,476,Frony Wi 981 P47 Headset Super Extra Bass Bluetooth Furious Ear,Other
Shamsa,398,73,0.0,0,https://www.flipkart.com/shamsa-x169-aru-1128-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth-without-mic/p/itma4e51534a9b61?pid=ACCH29S5XNM8WN9T&lid=LSTACCH29S5XNM8WN9TGNON2M&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_796&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH29S5XNM8WN9T.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1101,Shamsa X169 Aru 1128 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth Without Mic,Neckband
Aroma,299,85,3.6,35455,https://www.flipkart.com/aroma-nb140-evolve-24-hours-playtime-deep-bass-made-india-bluetooth/p/itma5d69fa3c9049?pid=ACCGZDDPRBSY4CHH&lid=LSTACCGZDDPRBSY4CHHIYE8QR&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_797&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5TEuHauEqBn5lVjwvFpkIMCocuL1i4yTUP7w4s3tTZ6Vw%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,1700,Aroma Nb140 Evolve 24 Hours Playtime Deep Bass Made India Bluetooth,Other
Aroma,469,84,3.9,6341,https://www.flipkart.com/aroma-nb126-aster-v5-4-upto-50hr-playtime-45ms-latency-fast-charging-rgb-gaming-tws-bluetooth/p/itm06f50cafd3b6f?pid=ACCH93WDVXY2TYFX&lid=LSTACCH93WDVXY2TYFXVITTO2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_798&otracker=search&fm=organic&iid=en_tENFz_yToiGUxZx02kEi96NbtATf9K-tojs8-1whn5Q1GSJ-sVD_li-XNb1tAdxF5krQpSvQvkfYdU7w75cXvA%3D%3D&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,2530,Aroma Nb126 Aster V5 4 Upto 50Hr Playtime 45Ms Latency Fast Charging Rgb Gaming Tws Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt461-bluetooth/p/itmf67a2093415cf?pid=ACCH2D8K2RE8GHYH&lid=LSTACCH2D8K2RE8GHYH9V7YL2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_799&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8K2RE8GHYH.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt461 Bluetooth,Other
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt412-bluetooth/p/itm51de5fb6cea3a?pid=ACCH2D8KYGZB7S6T&lid=LSTACCH2D8KYGZB7S6THJ7IJV&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_20_800&otracker=search&fm=organic&iid=ecdae5a6-6f04-459a-a0cc-6c54faec96d1.ACCH2D8KYGZB7S6T.SEARCH&ppt=None&ppn=None&ssid=wogjwv5sq80000001745315967447&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt412 Bluetooth,Other
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itma718daa8fe2db?pid=ACCH5Z8QAWAYHCVK&lid=LSTACCH5Z8QAWAYHCVKR26ZQC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_21_801&otracker=search&fm=organic&iid=en_BKOKvq5dUE5_CtkyqhDm7iuK4nd3EhflDMkSs27nA2HQ0GvAf7pxQQjH4o2gHqb5WjoDCKOdYJpO7ZCuQdKP-A%3D%3D&ppt=None&ppn=None&ssid=bqw26qdt1s0000001745315970282&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
