Brand,Price,Discount %,Rating,Number of Ratings,Product Link,Discount Amount,Product Name,Product Type
TRIGGR,799,80,4.0,61665,https://www.flipkart.com/triggr-kraken-x1-battery-display-40ms-latency-quad-mic-enc-40-hr-v5-3-bluetooth/p/itm9c05f498c3463?pid=ACCGQ2SND4UPDYAF&lid=LSTACCGQ2SND4UPDYAF4AJWHE&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_287&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm7j_KkS668qVibydq-3d9oh8VvBCFolv-056sCnsSeclkKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,3200,Triggr Kraken X1 Battery Display 40Ms Latency Quad Mic Enc 40 Hr V5 3 Bluetooth,Other
Aroma,449,85,3.9,3986,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itm0220a7291d33f?pid=ACCH93VYQKAFWVAE&lid=LSTACCH93VYQKAFWVAEJGLFT4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_288&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm4xc6ctn56sEDQLHU4X6yKQZ2DJEojwkMRtNpRsccRNrg%3D%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2550,Aroma Nb126 Berry V5 4 Upto 60Hr Playtime Dual Paring Fast Charging Heavy Bass Bluetooth,Other
Aroma,475,81,3.7,44519,https://www.flipkart.com/aroma-nb140-jaguar-50-hours-playtime-deep-bass-fast-charging-earbuds-bluetooth/p/itm4b676055f8314?pid=ACCGT2SZAAYQUA44&lid=LSTACCGT2SZAAYQUA44CJ2KBK&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_289&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGT2SZAAYQUA44.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2024,Aroma Nb140 Jaguar 50 Hours Playtime Deep Bass Fast Charging Earbuds Bluetooth,Earbuds
boAt,1099,63,3.9,30174,https://www.flipkart.com/boat-airdopes-161-adv-4mic-enx-50h-battery-fast-charge-13mm-driver-metallic-finish-bluetooth/p/itmbf7b8eb4c6e9f?pid=ACCHY8GFBDFA2YK5&lid=LSTACCHY8GFBDFA2YK5B1F7UE&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_290&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCHY8GFBDFA2YK5.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1891,Boat Airdopes 161 Adv 4Mic Enx 50H Battery Fast Charge 13Mm Driver Metallic Finish Bluetooth,Other
TRIGGR,899,78,4.0,13178,https://www.flipkart.com/triggr-kraken-x4-13mm-drivers-40ms-latency-enc-60h-battery-rubber-finish-v5-4-bluetooth/p/itmafca9456b9bf9?pid=ACCH2WWTAHPTFBHJ&lid=LSTACCH2WWTAHPTFBHJSSAIUQ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_291&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm5lUDvYxoXAbGt7mSrxuT18VefdPjxPIro283OGyEXgp0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,3100,Triggr Kraken X4 13Mm Drivers 40Ms Latency Enc 60H Battery Rubber Finish V5 4 Bluetooth,Other
Boult,999,80,4.1,361722,https://www.flipkart.com/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth/p/itmd4db63f7f552d?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSLEXAGC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_292&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm4i0A6BRgokq919ewTEBvypcSwEcOhHMQxwJC2B41B4_fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,4000,Boult Z40 Zen Enc Mic 60H Battery Life Low Latency Gaming Made India 5 3 Bluetooth,Other
boAt,1499,62,4.3,385709,https://www.flipkart.com/boat-rockerz-450-w-40mm-drivers-15-hrs-playback-soft-padded-earcups-bluetooth/p/itm077a566bd128b?pid=ACCFEHZ8GSGWMMSD&lid=LSTACCFEHZ8GSGWMMSDYFWSSL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_293&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCFEHZ8GSGWMMSD.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2491,Boat Rockerz 450 W 40Mm Drivers 15 Hrs Playback Soft Padded Earcups Bluetooth,Other
boAt,1499,73,4.0,141910,https://www.flipkart.com/boat-airdopes-131-pro-buds-w-ear-detection-4-mics-enx-tech-40-hrs-playback-bluetooth/p/itmc4be5897659f6?pid=ACCH3Y28WZYPBTGQ&lid=LSTACCH3Y28WZYPBTGQLXYN1A&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_294&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCH3Y28WZYPBTGQ.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,3991,Boat Airdopes 131 Pro Buds W Ear Detection 4 Mics Enx Tech 40 Hrs Playback Bluetooth,Earbuds
TRIGGR,1299,57,4.2,1086,https://www.flipkart.com/triggr-trinity-2-dual-pairing-enc-fast-charge-50h-battery-rubber-finish-v5-3-bluetooth/p/itm03c651cfe2be4?pid=ACCH8Q2VGN7MHYHS&lid=LSTACCH8Q2VGN7MHYHSQSLI2G&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_295&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCH8Q2VGN7MHYHS.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1700,Triggr Trinity 2 Dual Pairing Enc Fast Charge 50H Battery Rubber Finish V5 3 Bluetooth,Other
boAt,1999,71,3.9,1920,https://www.flipkart.com/boat-airdopes-progear-w-air-conduction-tech-100-hrs-playback-ows-earbuds-workout-bluetooth/p/itm241d300bc2ffc?pid=ACCHFYZE9QGWBNM2&lid=LSTACCHFYZE9QGWBNM2ZJRYF8&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_296&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCHFYZE9QGWBNM2.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,4991,Boat Airdopes Progear W Air Conduction Tech 100 Hrs Playback Ows Earbuds Workout Bluetooth,Earbuds
truke,699,80,4.0,78747,https://www.flipkart.com/truke-btg1-earbuds-game-mode-48h-playtime-quad-mic-enc-13mm-driver-aac-codec-bluetooth/p/itm5bca4567be1ed?pid=ACCG5BDHUHJCZ4CG&lid=LSTACCG5BDHUHJCZ4CGYZPEN9&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_297&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm5yvFQtbRrxqHKW8sMgcThIQRjjNY_iNiZoByTNLwaAV2Vkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2800,Truke Btg1 Earbuds Game Mode 48H Playtime Quad Mic Enc 13Mm Driver Aac Codec Bluetooth,Earbuds
TRIGGR,899,70,3.8,5821,https://www.flipkart.com/triggr-trinity-1-40mm-drivers-fast-charging-50h-battery-rubber-finish-v5-4-bluetooth/p/itm5ee738ce002a7?pid=ACCH3CZ2GVECXWZP&lid=LSTACCH3CZ2GVECXWZPZDYTLF&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_298&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm606zJg8Mo4ivGXak-QG7aJ6pO_fvfIpFbGj1it4sQg4fcUmN_6PwCReg_VTM4VLxo%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2100,Triggr Trinity 1 40Mm Drivers Fast Charging 50H Battery Rubber Finish V5 4 Bluetooth,Other
Boult,899,80,3.9,22610,https://www.flipkart.com/boult-maverick-4-mic-enc-35hrs-battery-low-latency-gaming-made-india-5-3v-bluetooth/p/itm3a9c7d940359f?pid=ACCGHQR9TZY7QZ9B&lid=LSTACCGHQR9TZY7QZ9BXPLSCJ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_299&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGHQR9TZY7QZ9B.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,3600,Boult Maverick 4 Mic Enc 35Hrs Battery Low Latency Gaming Made India 5 3V Bluetooth,Other
boAt,1499,73,4.0,141910,https://www.flipkart.com/boat-airdopes-131-pro-buds-w-ear-detection-4-mics-enx-tech-40-hrs-playback-bluetooth/p/itma21d78fa3759a?pid=ACCH3Y28VUVZUHXX&lid=LSTACCH3Y28VUVZUHXXQTKCR8&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_300&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCH3Y28VUVZUHXX.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,3991,Boat Airdopes 131 Pro Buds W Ear Detection 4 Mics Enx Tech 40 Hrs Playback Bluetooth,Earbuds
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itmb25a294e591ce?pid=ACCH5Z8QFZNFUBFP&lid=LSTACCH5Z8QFZNFUBFPQQ1CT7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_301&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm47cPSg4FUeWMnCwrJzOuEHXnfTNE7jBCgdbrQ-5UMN3Q%3D%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
boAt,1399,44,4.0,16072,https://www.flipkart.com/boat-rockerz-430-w-beast-mode-40ms-low-latency-40hrs-playback-40mm-drivers-bluetooth/p/itm5dca8110e361c?pid=ACCH44E5WV9JCZ5Z&lid=LSTACCH44E5WV9JCZ5Z2EJNOB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_302&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm5bJtJKcR9YSDn6ELTeliJEGWpvBj3iL7mAQU_3zErhBaV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1091,Boat Rockerz 430 W Beast Mode 40Ms Low Latency 40Hrs Playback 40Mm Drivers Bluetooth,Other
boAt,1299,63,4.0,33031,https://www.flipkart.com/boat-immortal-171-w-beast-mode-40ms-low-latency-40-hours-playback-rgb-lights-bluetooth/p/itmeeef8533ecbd5?pid=ACCGQY34KZZMHZH8&lid=LSTACCGQY34KZZMHZH89ROSG4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_303&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGQY34KZZMHZH8.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2200,Boat Immortal 171 W Beast Mode 40Ms Low Latency 40 Hours Playback Rgb Lights Bluetooth,Other
realme,1499,50,4.2,382653,https://www.flipkart.com/realme-buds-t110-ai-enc-calls-upto-38-hours-playback-fast-charging-bluetooth/p/itmfeed8da280408?pid=ACCGZN9AENHZYPZZ&lid=LSTACCGZN9AENHZYPZZSBR7XT&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_304&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGZN9AENHZYPZZ.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1500,Realme Buds T110 Ai Enc Calls Upto 38 Hours Playback Fast Charging Bluetooth,Earbuds
realme,1099,56,4.5,67,https://www.flipkart.com/realme-buds-wireless-3-neo-13-4mm-driver-32-hrs-playback-dual-device-connection-bluetooth/p/itm55e357185efde?pid=ACCH9M7N3ZRYKHA3&lid=LSTACCH9M7N3ZRYKHA3HLQJKT&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_305&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCH9M7N3ZRYKHA3.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1400,Realme Buds Wireless 3 Neo 13 4Mm Driver 32 Hrs Playback Dual Device Connection Bluetooth,Earbuds
boAt,999,71,3.9,523103,https://www.flipkart.com/boat-airdopes-alpha-35-hrs-playback-13mm-drivers-dual-mics-enx-beast-mode-bluetooth/p/itm1181f915b81ec?pid=ACCGP2HJA3HKHTF4&lid=LSTACCGP2HJA3HKHTF4VDDILL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_306&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGP2HJA3HKHTF4.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2491,Boat Airdopes Alpha 35 Hrs Playback 13Mm Drivers Dual Mics Enx Beast Mode Bluetooth,Other
truke,999,60,4.0,1858,https://www.flipkart.com/truke-btg-500-40mm-drivers-10h-playtime-dual-pairing-gaming-mode-enc-5-4v-bluetooth/p/itm3b6b25456fbc8?pid=ACCH32NG8SRFFZEJ&lid=LSTACCH32NG8SRFFZEJCXGTCM&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_307&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm7mQckSOr8CPVEtXPbT71_nucqdrhdpYm4sDtPpTaHkrg891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1500,Truke Btg 500 40Mm Drivers 10H Playtime Dual Pairing Gaming Mode Enc 5 4V Bluetooth,Other
TRIGGR,799,60,4.5,370,https://www.flipkart.com/triggr-ultrabuds-n3-crisp-calling-50h-playtime-13mm-drivers-bassxpand-bluetooth/p/itmec2118a0429a5?pid=ACCH85X8ZWFYDKBV&lid=LSTACCH85X8ZWFYDKBVHXFZN7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_308&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm7c0eaw9YgMtkTKMkQaruVt7mdTzRA3WNkdcjL79vOmA406z3QAm4-AoFL_C4Jep-g%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1200,Triggr Ultrabuds N3 Crisp Calling 50H Playtime 13Mm Drivers Bassxpand Bluetooth,Earbuds
HOUSE,299,94,3.6,13865,https://www.flipkart.com/house-sound-series-1-bluetooth/p/itm23037f4fd7774?pid=ACCGSTMV59ZDBNSH&lid=LSTACCGSTMV59ZDBNSHD6GDNZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_309&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGSTMV59ZDBNSH.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,4700,House Sound Series 1 Bluetooth,Other
Noise,1499,63,4.0,3031,https://www.flipkart.com/noise-buds-verve-2-50hr-playtime-enc-quad-mic-ultra-low-latency-bluetooth/p/itm8b03069fc6019?pid=ACCGZKS4HJRQP77Y&lid=LSTACCGZKS4HJRQP77YGHUTGZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_310&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGZKS4HJRQP77Y.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2500,Noise Buds Verve 2 50Hr Playtime Enc Quad Mic Ultra Low Latency Bluetooth,Earbuds
Noise,1499,70,4.0,10197,https://www.flipkart.com/noise-two-50-hours-playtime-low-latency-up-42ms-dual-pairing-wireless-bluetooth/p/itm0b5799a64b0aa?pid=ACCGGXFHDSDF8WYA&lid=LSTACCGGXFHDSDF8WYA3SL36A&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_311&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm5CGjL4X3mv-pneovp68VNgW_HO3dBCcX1KZukoStFdykKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,3500,Noise Two 50 Hours Playtime Low Latency Up 42Ms Dual Pairing Wireless Bluetooth,Other
Aroma,378,85,4.0,298135,https://www.flipkart.com/aroma-nb119-titanium-48-hours-playtime-neckband-bluetooth/p/itmbc3742b6dd62c?pid=ACCGDSSU8BNHKN8G&lid=LSTACCGDSSU8BNHKN8GFNXZ1Y&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_312&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm7RbgqSAlEvFaXDCthQg-KmJ3t58XRA5BkV4EaP4qFMvw%3D%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2121,Aroma Nb119 Titanium 48 Hours Playtime Neckband Bluetooth,Neckband
JBL,2499,50,3.8,6720,https://www.flipkart.com/jbl-wave-beam-tws-32hr-playtime-ip54-smart-ambient-talkthru-mode-app-bluetooth/p/itm90c7bd93872cc?pid=ACCGM93AQZKMRMYZ&lid=LSTACCGM93AQZKMRMYZHDIZZ6&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_313&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGM93AQZKMRMYZ.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2500,Jbl Wave Beam Tws 32Hr Playtime Ip54 Smart Ambient Talkthru Mode App Bluetooth,Other
Aroma,499,83,3.7,44519,https://www.flipkart.com/aroma-nb137-dive-upto-60-hours-playtime-type-c-fast-charging-dual-pairing-earbuds-bluetooth/p/itm608c337770dd2?pid=ACCH5ZD3EGCBP7G3&lid=LSTACCH5ZD3EGCBP7G3UPMYYE&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_314&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCH5ZD3EGCBP7G3.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2500,Aroma Nb137 Dive Upto 60 Hours Playtime Type C Fast Charging Dual Pairing Earbuds Bluetooth,Earbuds
Aroma,449,85,3.9,3986,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itmdf0c607061a98?pid=ACCH93VYUC7MXEGK&lid=LSTACCH93VYUC7MXEGKP824DJ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_315&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCH93VYUC7MXEGK.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,2550,Aroma Nb126 Berry V5 4 Upto 60Hr Playtime Dual Paring Fast Charging Heavy Bass Bluetooth,Other
realme,1399,30,4.0,1653,https://www.flipkart.com/realme-buds-t200-lite-12-4mm-driver-48hrs-playback-ai-enc-dual-device-pairing-bluetooth/p/itm3aed0c7d7411a?pid=ACCHAFSFGWTXYPGD&lid=LSTACCHAFSFGWTXYPGD2FF9AM&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_316&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCHAFSFGWTXYPGD.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,600,Realme Buds T200 Lite 12 4Mm Driver 48Hrs Playback Ai Enc Dual Device Pairing Bluetooth,Earbuds
Boult,999,60,4.1,184844,https://www.flipkart.com/boult-w20-zen-enc-mic-40h-battery-life-low-latency-gaming-made-india-5-3v-bluetooth/p/itm42ba3da4c8d78?pid=ACCGRNFM5GBPUKPF&lid=LSTACCGRNFM5GBPUKPFIDSZEL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_317&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm7prbflNfOh9NL7ekrIa63MQUy3cVa6vuTXIvN_pmIMH0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1500,Boult W20 Zen Enc Mic 40H Battery Life Low Latency Gaming Made India 5 3V Bluetooth,Other
Aroma,299,85,3.6,35455,https://www.flipkart.com/aroma-nb140-evolve-24-hours-playtime-deep-bass-made-india-bluetooth/p/itma5d69fa3c9049?pid=ACCGZDDPRBSY4CHH&lid=LSTACCGZDDPRBSY4CHHIYE8QR&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_318&otracker=search&fm=organic&iid=en_9noK733FHmLF53jnzTjP3RgdUObMQP6QDzaAjPhpdm7xgs0AW8dlbmAHh3EDeSUT09S3gQKX2VXxWEGPLwCSiA%3D%3D&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,1700,Aroma Nb140 Evolve 24 Hours Playtime Deep Bass Made India Bluetooth,Other
Boult,799,84,3.9,115931,https://www.flipkart.com/boult-x45-quad-mic-enc-40h-playtime-45ms-ultra-low-latency-made-india-5-3-bluetooth/p/itm7d42020e5f215?pid=ACCGHMMYXDQJTUDU&lid=LSTACCGHMMYXDQJTUDUQXSGH7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_8_320&otracker=search&fm=organic&iid=f0f02f80-7535-416d-8547-d9f254e7e0c6.ACCGHMMYXDQJTUDU.SEARCH&ppt=None&ppn=None&ssid=v2r9bgl4z40000001745315930677&qH=d3d3b01268520582,4200,Boult X45 Quad Mic Enc 40H Playtime 45Ms Ultra Low Latency Made India 5 3 Bluetooth,Other
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itma718daa8fe2db?pid=ACCH5Z8QAWAYHCVK&lid=LSTACCH5Z8QAWAYHCVKR26ZQC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_321&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1C8P_FAgAkrXs1ciAajyAXqWjoDCKOdYJpO7ZCuQdKP-A%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
Aroma,299,80,3.8,9478,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itme2c4bdb2da3d8?pid=ACCH784UVKMWX6XH&lid=LSTACCH784UVKMWX6XHLJYLOZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_322&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1AHu1XqfXwJTj8i6gVqUMHnJGRwX3Yc53-aAyFUfKSxEw%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds
Boult,799,82,4.0,146751,https://www.flipkart.com/boult-probass-eqcharge-zen-mode-enc-32hrs-playtime-ultra-fast-charging-bluetooth/p/itm98beb04112476?pid=ACCGEDKJF8WR4UWE&lid=LSTACCGEDKJF8WR4UWESCMLRS&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_323&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGEDKJF8WR4UWE.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,3700,Boult Probass Eqcharge Zen Mode Enc 32Hrs Playtime Ultra Fast Charging Bluetooth,Other
realme,2199,45,4.3,125820,https://www.flipkart.com/realme-buds-t310-12-4mm-driver-46db-anc-spatial-audio-upto-40-hours-playback-bluetooth/p/itmb3f1e406080fa?pid=ACCH2PGXUS9FYFZD&lid=LSTACCH2PGXUS9FYFZD92WDUP&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_324&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH2PGXUS9FYFZD.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1800,Realme Buds T310 12 4Mm Driver 46Db Anc Spatial Audio Upto 40 Hours Playback Bluetooth,Earbuds
